164	179	
145	154	
115	188	
114	148	
152	110	
56	23	
62	189	
85	155	
129	12	
199	120	
26	140	
112	0	
191	96	
186	93	
122	187	
98	130	
44	25	
32	22	
126	72	
99	100	
174	48	
124	147	
142	172	
165	104	
198	86	
45	29	
28	30	
84	171	
138	141	
106	157	
35	2	
87	89	
10	37	
83	182	
135	111	
11	193	
91	6	
119	183	
175	146	
39	4	
57	137	
69	74	
134	17	
151	156	
76	139	
109	24	
8	78	
125	49	
60	177	
180	181	
121	67	
168	195	
190	170	
14	43	
47	15	
94	46	
92	34	
192	176	
150	59	
50	136	
132	77	
51	19	
163	82	
38	149	
169	160	
70	116	
21	18	
107	73	
75	117	
71	166	
105	13	
196	108	
197	159	
36	127	
79	33	
52	3	
113	27	
173	68	
20	133	
90	42	
65	144	
31	162	
131	102	
118	101	
54	123	
9	1	
7	161	
53	158	
80	64	
61	88	
103	66	
16	63	
41	178	
184	97	
194	128	
95	5	
167	58	
143	153	
185	81	
55	40	
