6665	17087	
1184	12020	
7973	7259	
16152	1739	
8257	3488	
2930	13476	
6473	6671	
13100	2723	
4978	9910	
13258	6803	
10844	9905	
5994	13266	
9398	3196	
16724	9340	
11584	2035	
3343	8211	
300	7145	
6737	13384	
7902	4513	
18383	6792	
10387	5773	
8306	14342	
16189	8001	
8779	7201	
4236	7570	
14877	6001	
17961	9072	
18136	16276	
18524	12381	
4262	11439	
15725	3433	
11582	5187	
11207	14540	
9047	12846	
3928	18270	
1910	5595	
19030	7095	
8648	3719	
14300	14878	
19083	273	
6225	5168	
11398	8413	
11369	7536	
15545	12132	
6693	6725	
8080	17532	
5686	148	
12465	13216	
1343	16026	
500	4796	
10008	5510	
7378	19031	
4079	13106	
14742	1692	
585	12572	
4945	18183	
3334	4453	
8074	11721	
9986	2725	
11378	14232	
15511	15304	
532	18359	
16480	1769	
9803	6077	
8729	7818	
6831	7396	
18722	11085	
1607	9232	
15458	10418	
16290	9113	
16808	17550	
9697	17815	
4941	12740	
16684	970	
10133	3874	
8292	4899	
18453	1179	
13048	4755	
2990	7324	
2162	12206	
19191	9230	
1833	16058	
4953	7	
13273	762	
1939	10156	
17423	9554	
4606	19111	
18078	3958	
1195	10753	
19024	5107	
11945	5565	
17078	5978	
16675	12241	
5312	8548	
16357	4097	
13608	10887	
10335	15514	
5768	2228	
12354	16808	
2636	19529	
12103	5268	
4194	13850	
14319	9021	
8654	11575	
2629	4081	
4986	697	
1216	2761	
5899	12271	
17060	14975	
6510	9792	
13288	10636	
19601	1404	
7795	1698	
2351	10116	
16864	13539	
16707	3698	
17632	10589	
5982	3525	
4574	4226	
15923	8301	
17565	18440	
16367	10032	
3006	9049	
230	11799	
1630	5400	
14120	6489	
7036	7537	
19027	19809	
11832	4667	
10242	17118	
13143	13774	
5763	3143	
643	16667	
3335	5993	
16464	6636	
4082	8174	
10777	16792	
9042	17228	
10696	3683	
9772	9031	
948	12112	
10033	16068	
1989	12420	
1360	1483	
5395	12601	
4070	4759	
19948	19835	
7056	5630	
10517	4578	
4321	4984	
13192	14221	
8591	5710	
10747	18391	
4391	7904	
5025	12761	
4289	9394	
17130	11100	
5166	13940	
4646	8217	
5517	2125	
17927	7247	
13598	16963	
19107	12511	
4462	458	
3000	19911	
12848	4519	
6891	10938	
333	2975	
1961	14265	
4626	15905	
19406	2736	
16296	19468	
10852	1583	
10593	5566	
12675	11875	
11950	15483	
16055	6257	
8782	12630	
15455	10222	
15328	8959	
5170	15038	
16185	6345	
9020	2567	
12177	9718	
9446	13681	
4664	6306	
11699	6300	
9159	4809	
3366	4702	
15280	6550	
14945	5560	
10071	13161	
6505	5651	
13914	10819	
4837	11612	
556	15985	
11717	8666	
4703	915	
17248	424	
7999	18376	
17269	1651	
4124	56	
18483	9777	
4736	3581	
6164	10396	
12095	14479	
5988	13802	
11627	4811	
5759	458	
14823	3071	
12120	10429	
18100	17428	
19927	13807	
10695	17241	
11194	10993	
14235	17544	
12124	12820	
16003	14903	
4978	16419	
1848	1341	
16594	9021	
3248	5022	
16847	13838	
17648	2165	
191	7370	
7992	18334	
17405	15461	
1724	5085	
8554	17490	
6580	9934	
19247	18965	
19305	330	
10045	39	
8175	6066	
15702	7558	
8882	10683	
12068	3862	
17673	16247	
14950	10264	
7688	18044	
3884	5574	
6385	18547	
15768	2888	
17642	7423	
8228	10646	
2441	3367	
12482	8778	
15564	11170	
9854	13920	
17926	17790	
6048	12494	
8980	3117	
15502	10138	
397	6253	
4014	4637	
13463	147	
19625	5010	
1655	1555	
14252	13690	
13568	4302	
19399	13519	
8237	18424	
5880	19683	
14537	18468	
11618	15188	
1067	12879	
7446	10702	
15840	14726	
1364	7742	
13985	19029	
5675	14799	
2211	19693	
12060	3746	
3053	5489	
9821	8878	
16739	8286	
5337	9362	
4385	5428	
1364	15667	
10212	7461	
11021	1655	
6915	16632	
8028	17372	
1979	18650	
14714	18581	
15623	19971	
6560	9282	
11598	5920	
488	9132	
9207	5890	
19024	17082	
13399	18147	
7389	19058	
811	14256	
1659	5135	
8321	13495	
5923	18939	
561	15246	
12277	6666	
15849	7837	
18021	17652	
11685	15978	
16274	364	
7070	6240	
177	11713	
9177	7130	
10376	12656	
17120	8145	
567	9572	
15182	5216	
9617	12044	
12740	2832	
7879	16759	
7225	4837	
14310	11022	
18702	15300	
2039	19661	
6046	14399	
19876	5024	
14516	14015	
10491	8343	
12856	17389	
13994	13446	
18722	13021	
4234	5083	
3247	631	
5657	7484	
17872	13731	
16927	16124	
511	6000	
12018	9242	
1133	19361	
7989	4791	
13303	15478	
6683	13618	
15255	13074	
714	19937	
5111	3470	
10298	16366	
12320	14297	
9468	15595	
15664	6378	
17975	14612	
12746	16132	
4846	13056	
10728	19812	
9438	12259	
3147	19114	
8387	5539	
3859	18370	
11802	17397	
12682	13358	
6337	18420	
18458	10930	
12315	10749	
6495	13115	
6928	6473	
3287	19532	
19921	6856	
14742	6087	
19800	15095	
8054	3829	
10797	4989	
4716	16626	
19174	7176	
4726	13240	
6694	95	
14064	3302	
13862	11843	
293	7692	
19762	15047	
6179	9910	
586	3561	
8935	13267	
12840	8396	
14904	15136	
14177	12435	
18608	9782	
13732	9628	
8916	16653	
15904	5623	
6916	8811	
7875	15522	
13070	7950	
5244	15170	
18653	16625	
14018	2112	
17903	8862	
1838	19229	
3973	11504	
17986	2516	
3955	1732	
973	9162	
2519	13724	
8775	4916	
12038	9455	
14070	8134	
15714	18833	
2068	7603	
9192	12858	
7207	2886	
2661	15253	
12176	17020	
3881	19879	
11359	4955	
2324	2586	
4707	2355	
716	13958	
13376	5456	
8561	699	
1529	10489	
744	9357	
13357	5864	
243	11035	
14781	16294	
11553	8318	
14667	1731	
3138	9835	
11039	19822	
10387	14662	
15939	4823	
1048	17283	
7822	11167	
4871	8889	
16542	19896	
1729	1990	
8542	5439	
16188	18169	
11559	11122	
507	18784	
9923	13231	
8799	13838	
11853	12555	
2614	14824	
6547	716	
1330	18413	
7517	964	
9301	16768	
4808	14154	
3080	17715	
13515	6390	
3723	13938	
19387	6425	
12486	15305	
15146	13687	
11966	17106	
18378	3266	
10532	8479	
5647	15956	
5383	15744	
